Identifier,Latitude,Longitude
MD08,S015.16.00.069,E012.07.59.721
MD09,S022.59.17.239,E014.37.05.408
MD10,S017.48.55.821,E025.48.10.130
MD11,S033.02.25.688,E027.47.37.330
MD20,S029.03.08.348,E026.18.16.138
MD20,S028.46.01.329,E024.46.01.030
MD20,S026.20.15.471,E031.42.59.230
MD22,S029.26.07.159,E027.33.37.281
MD23,S028.43.13.551,E032.06.24.670
MD24,S029.06.17.459,E030.36.21.380
MD256,S022.27.45.399,E017.30.12.898
MD26,S024.32.22.999,E025.56.45.938
MD27,S022.58.16.770,E014.40.34.651
MD28,S017.48.59.788,E025.49.53.428
MD29,S025.39.14.569,E028.14.58.250
MD29,S033.02.04.779,E027.50.34.029
MELNA,S015.51.52.999,E035.45.24.001
MENSO,S018.46.51.999,E032.50.06.000
MG1F1,S030.54.32.810,E030.19.03.669
MG1M1,S030.48.21.711,E030.22.05.339
MG1M2,S030.50.41.708,E030.28.30.539
MG1MP,S030.51.46.620,E030.20.25.069
MG1T1,S030.59.09.769,E030.16.47.881
MG2F1,S030.47.24.838,E030.22.33.160
MG2M1,S030.54.30.189,E030.19.05.109
MG2M2,S030.56.50.481,E030.25.31.339
MG2MP,S030.51.06.440,E030.20.44.739
MG2T1,S030.42.47.829,E030.24.48.589
MIROS,S015.37.59.998,E034.00.06.001
MITAR,S027.52.43.460,E018.19.51.859
ML08,S024.34.05.779,E025.53.31.549
ML26,S022.27.52.999,E017.30.14.000
MM07,S026.32.34.000,E031.17.12.001
MN14,S020.59.55.100,E031.33.58.888
MN1F1,S025.30.32.529,E031.26.41.229
MN1M1,S025.22.33.441,E031.40.26.039
MN1MP,S025.29.00.160,E031.31.56.758
MN1T1,S025.32.39.188,E031.22.17.378
MN2F1,S025.26.44.710,E031.39.29.509
MN2MP,S025.28.19.700,E031.34.14.991
MN2T1,S025.25.09.631,E031.44.43.918
MN361,S025.37.04.018,E031.24.52.048
MN362,S025.36.49.769,E031.19.23.991
MN400,S020.03.23.900,E023.13.34.600
MN401,S020.01.10.401,E023.18.53.100
MN402,S019.53.11.900,E023.37.49.598
MN403,S019.55.26.000,E023.32.31.801
MN404,S019.59.52.299,E023.21.59.000
MN410,S019.49.01.599,E023.31.58.699
MN411,S020.10.28.700,E023.31.48.298
MN412,S020.22.51.398,E023.27.59.299
MN420,S020.12.43.199,E023.44.55.899
MN500,S019.56.36.398,E023.29.44.599
MN501,S019.45.57.599,E023.54.55.598
MN502,S020.16.37.898,E023.36.42.598
MN520,S020.00.41.101,E023.20.02.698
MN521,S019.10.27.098,E023.53.08.599
MN522,S020.22.30.698,E023.33.09.500
MO,S025.50.19.798,E032.37.21.601
MO101,S015.21.56.379,E011.53.55.049
MO102,S015.24.33.058,E012.00.43.588
MO103,S015.15.20.318,E011.56.36.430
MO104,S015.19.56.701,E011.58.39.961
MO105,S015.17.56.918,E012.03.24.789
MO106,S015.15.57.038,E012.08.09.531
MO107,S015.09.24.508,E012.23.40.059
MO108,S015.15.03.319,E012.22.29.038
MO109,S015.06.23.940,E012.18.36.878
MO110,S015.11.24.658,E012.18.55.591
MO111,S015.13.24.711,E012.14.11.029
MO112,S015.15.24.670,E012.09.26.391
MUTAR,S015.00.00.000,E033.43.00.001
MUVAL,S026.37.27.998,E031.09.56.998
NAMGU,S030.17.04.138,E029.47.58.448
NC1F1,S027.46.07.759,E029.50.56.000
NC1F2,S027.46.10.509,E029.54.14.968
NC1M1,S027.46.17.968,E030.03.47.300
NC1T1,S027.45.59.428,E029.41.25.209
NC1T2,S027.46.02.758,E029.45.08.319
NC1T3,S027.46.05.289,E029.48.02.210
NEPUM,S032.15.51.001,E032.27.42.998
NERAD,S019.47.41.899,E023.35.13.999
NERAX,S036.01.06.999,E029.01.40.000
NERED,S022.32.11.000,E034.54.18.000
NEREX,S018.54.07.999,E024.16.48.000
NERIB,S017.42.42.001,E023.44.41.989
NERIP,S017.22.00.001,E035.01.59.998
NERIT,S015.10.03.651,E039.05.28.179
NERUL,S021.00.00.000,E040.00.00.000
NERUM,S025.11.18.999,E033.05.08.998
NERUR,S034.10.37.099,E025.28.25.568
NESAG,S024.56.48.199,E028.51.03.538
NESAN,S025.29.48.879,E028.07.05.559
NESEG,S018.53.12.001,E035.47.35.998
NESEK,S025.01.54.001,E026.37.00.001
NESIK,S033.42.55.450,E018.39.01.220
NESOT,S031.40.21.280,E029.00.58.388
NESUB,S021.53.33.039,E035.09.17.200
NESUS,S030.40.28.099,E021.45.54.259
NETAN,S018.35.48.001,E035.17.35.998
NETEM,S019.24.11.998,E037.49.59.998
NETEN,S018.11.05.999,E021.00.00.000
NETEP,S015.55.41.199,E033.43.52.269
NETIK,S030.38.48.771,E030.22.59.498
NETOD,S024.24.45.820,E023.47.28.809
NETOG,S022.20.07.648,E016.35.39.508
NETOX,S022.44.33.590,E024.29.57.271
NEVAR,S027.30.48.351,E017.49.57.799
NEVAS,S020.59.49.880,E026.53.03.850
NEVAV,S018.18.11.998,E036.22.58.000
NEVEN,S027.28.59.149,E028.02.57.098
NEVEP,S020.19.59.998,E012.14.04.441
NEVET,S017.55.11.600,E024.54.07.599
NEVOM,S020.51.24.001,E037.20.12.001
NEVOR,S017.41.22.718,E036.45.48.020
NEVUK,S024.50.20.428,E029.55.24.240
NEXAB,S029.40.58.868,E030.40.19.761
NEXET,S023.02.27.801,E014.56.41.798
NEXIS,S025.51.15.008,E031.12.12.830
NEXIT,S030.31.27.919,E020.22.33.369
NEXOM,S022.10.34.201,E035.23.18.308
NEXUL,S031.21.37.951,E029.14.48.760
NIBAD,S018.35.35.998,E034.27.47.998
NIBAL,S029.30.06.080,E030.16.02.798
NIBAX,S015.02.35.948,E039.28.19.858
NIBEG,S015.18.43.999,E023.14.47.000
NIBEK,S022.58.31.000,E013.12.53.999
NIBEX,S026.49.25.561,E027.40.13.411
NIBOP,S031.15.15.728,E029.07.50.851
NIDEM,S029.34.09.501,E028.44.09.099
NIDIG,S028.48.06.789,E027.00.18.478
NIDOX,S031.10.58.778,E024.36.46.209
NIDUN,S029.05.27.718,E024.45.57.250
NIGAM,S026.33.56.199,E014.37.09.998
NIGAP,S021.11.32.179,E027.15.30.139
NIGEM,S025.05.46.219,E023.29.28.449
NIGIL,S029.47.09.711,E030.31.17.158
NIGOD,S022.58.05.998,E031.59.12.001
NIGOS,S025.50.31.030,E028.20.52.101
NIGOT,S016.30.23.000,E021.51.45.000
NIGOV,S019.30.00.000,E021.40.00.119
NIGUT,S017.39.19.000,E036.11.22.999
NIKAM,S025.35.12.001,E034.05.12.001
NIKAN,S026.29.35.631,E015.12.40.831
NIKEN,S023.16.18.001,E034.02.30.001
NIKER,S022.35.17.768,E017.32.58.898
NOKOX,S033.01.14.228,E019.43.03.338
NOPIP,S025.45.36.089,E029.02.35.761
NP500,S015.10.11.521,E039.12.46.861
NP600,S015.03.55.159,E039.19.28.768
NP601,S015.07.32.030,E039.23.04.020
NP700,S015.02.28.201,E039.21.01.569
NP800,S015.09.26.391,E039.13.35.061
NP801,S015.05.49.459,E039.09.59.839
OA08F,S017.55.06.301,E015.51.37.101
OA08I,S017.57.10.598,E015.46.50.498
OA26F,S017.50.17.300,E016.02.41.899
OA26I,S017.48.12.801,E016.07.28.300
OAM01,S017.51.47.199,E015.59.15.399
OAM03,S017.53.36.499,E015.55.03.698
ODKER,S024.08.30.001,E028.04.59.998
ODOTU,S017.10.00.001,E011.58.00.001
OG02A,S028.41.37.410,E016.26.43.731
OG02B,S028.46.38.189,E016.26.41.348
OG20A,S028.28.33.239,E016.26.50.038
OG20B,S028.23.32.449,E016.26.52.418
OGM01,S028.37.45.811,E016.26.45.621
OGM02,S028.32.30.829,E016.26.48.109
OKBIK,S016.35.48.001,E012.34.41.998
OKBIL,S031.12.44.258,E023.23.51.309
OKBOK,S020.42.36.000,E033.59.48.001
OKBOX,S029.52.46.099,E031.09.10.501
OKBUD,S025.29.52.569,E031.48.51.069
OKBUR,S033.09.32.590,E027.38.11.810
OKBUR,S033.09.32.590,E027.38.11.810
OKBUS,S030.29.47.439,E028.18.45.928
OKBUT,S028.51.38.959,E016.26.38.961
OKDEN,S021.16.37.959,E023.11.45.801
OKDIN,S028.09.16.750,E028.29.23.841
OKDOB,S018.00.52.941,E025.08.12.530
OKDOG,S033.04.59.998,E015.00.00.000
OKDOL,S017.07.47.999,E012.44.41.999
OKDOV,S027.52.00.361,E029.41.18.290
OKDUV,S018.01.26.000,E027.41.25.000
OKDUX,S031.20.32.481,E028.30.01.969
OKLAP,S021.09.45.539,E027.28.25.978
OKLAS,S033.38.31.498,E018.29.59.010
OKLAV,S024.35.35.908,E018.48.24.591
OKLEM,S033.44.04.149,E018.52.49.850
OKLIL,S024.49.10.639,E030.12.32.839
OKLOK,S032.48.29.221,E019.22.37.919
OKLOL,S031.00.28.198,E028.51.45.511
OKLUB,S022.51.41.000,E034.15.48.999
OKMAT,S016.18.16.999,E034.20.24.000
OKMAV,S030.40.27.260,E030.18.24.040
OKMOM,S022.34.00.001,E016.59.23.999
OKMON,S018.01.00.001,E028.33.00.000
OKNIR,S025.27.20.149,E030.54.47.890
OKNOK,S023.41.03.379,E035.23.18.481
OKPAG,S029.24.13.438,E024.14.57.030
OKPAT,S019.50.44.498,E023.43.38.301
OKPEX,S024.33.25.110,E025.41.01.719
OKPIR,S015.09.19.000,E028.21.03.700
OKPIT,S025.27.44.218,E028.44.32.560
OKPUN,S031.47.33.629,E026.48.40.640
OKRAL,S024.38.05.190,E033.45.27.241
OKRAV,S033.59.29.871,E024.36.12.571
OKRAX,S015.07.16.701,E028.26.33.900
OKRED,S021.00.42.001,E019.53.12.001
OKREV,S030.31.35.331,E028.02.00.661
OKRIP,S025.52.58.159,E030.41.33.910
OKROP,S017.38.03.008,E024.10.35.990
OKRUL,S030.32.23.920,E018.52.03.439
OKSAD,S026.49.19.999,E030.48.00.000
OKSAM,S021.45.29.998,E034.51.00.000
OKSET,S034.13.01.088,E024.38.21.030
OKSIV,S024.39.05.828,E025.43.53.850
OKSOP,S031.15.56.120,E024.08.32.740
OKSUN,S022.06.25.999,E016.52.59.998
OKSUR,S015.55.26.799,E033.33.29.768
OKTAN,S030.17.58.318,E030.34.53.338
OKTEB,S019.57.53.600,E023.10.59.700
OKTED,S034.13.11.999,E019.33.29.998
OKTEK,S027.28.35.551,E028.27.48.160
OKTEL,S028.07.53.810,E015.00.00.000
OKTIG,S028.28.38.679,E026.46.40.839
OKTIS,S019.04.29.999,E037.00.35.999
OKTIV,S022.40.50.948,E017.38.25.148
OKTIX,S016.43.23.998,E039.30.54.000
OMATA,S020.48.57.999,E017.15.43.999
OR364,S025.53.42.515,E027.45.30.596
OR364,S025.53.42.518,E027.45.30.600
OR365,S026.04.07.719,E028.04.16.259
OR365,S026.04.07.719,E028.04.16.258
OR366,S025.57.20.189,E028.06.21.020
OR366,S025.57.20.188,E028.06.21.020
OR368,S026.33.14.870,E028.41.54.044
OR368,S026.33.14.871,E028.41.54.038
OR369,S026.18.42.249,E028.24.44.499
OR369,S026.18.42.249,E028.24.44.499
OR370,S025.53.42.374,E027.45.30.346
OR370,S025.53.42.370,E027.45.30.351
OR371,S026.04.46.239,E028.05.25.879
OR371,S026.04.46.239,E028.05.25.879
OR372,S026.08.34.879,E028.05.55.790
OR372,S026.08.34.879,E028.05.55.791
OR373,S026.23.02.940,E028.00.04.820
OR373,S026.23.02.940,E028.00.04.820
OR377,S026.34.28.827,E027.44.25.751
OR377,S026.34.28.829,E027.44.25.749
OR383,S025.53.00.929,E028.46.28.184
OR383,S025.53.00.931,E028.46.28.178
OR384,S025.59.03.599,E028.42.07.553
OR384,S025.59.03.598,E028.42.07.549
OR385,S026.03.46.646,E028.29.18.359
OR385,S026.03.46.648,E028.29.18.358
OR386,S026.32.41.174,E027.54.21.745
OR386,S026.32.41.168,E027.54.21.751
OR387,S026.21.40.970,E028.03.36.479
OR387,S026.21.40.971,E028.03.36.478
OR388,S026.07.04.403,E028.07.35.438
OR388,S026.07.04.400,E028.07.35.439
OR389,S026.18.07.210,E028.11.09.944
OR389,S026.18.07.210,E028.11.09.938
OR391,S026.37.06.359,E028.38.08.918
OR391,S026.37.06.358,E028.38.08.919
OR392,S026.30.55.339,E028.19.58.869
OR392,S026.30.55.339,E028.19.58.868
OR393,S025.36.01.438,E028.38.25.703
OR393,S025.36.01.440,E028.38.25.699
OR394,S025.45.38.954,E028.31.18.293
OR394,S025.45.38.948,E028.31.18.289
OR395,S026.09.23.348,E028.25.16.947
OR395,S026.09.23.349,E028.25.16.950
OR396,S026.20.08.471,E028.22.32.459
OR396,S026.20.08.469,E028.22.32.458
OR398,S026.17.23.637,E027.56.05.988
OR398,S026.17.23.639,E027.56.05.989
ORKAN,S024.32.30.001,E026.55.00.001
ORNAD,S025.55.00.001,E031.58.00.001
OTAVI,S019.09.20.998,E017.03.29.001
OVALA,S026.49.03.388,E028.37.44.698
PARAG,S025.07.00.001,E017.53.59.999
PAREK,S028.29.43.839,E016.15.57.510
PASAN,S028.46.40.169,E016.32.22.740
PE1F1,S034.02.20.580,E025.30.45.439
PE1M1,S033.57.09.619,E025.40.46.088
PE1M2,S034.03.47.678,E025.45.43.531
PE1MP,S033.59.37.888,E025.36.00.000
PE2F1,S033.56.25.108,E025.42.11.779
PE2M1,S034.01.32.120,E025.32.19.319
PE2M2,S034.08.10.129,E025.37.17.090
PE2MP,S033.59.00.848,E025.37.11.528
PE2MP,S033.59.03.930,E025.37.05.581
PEDIL,S025.39.33.670,E026.51.34.048
PERCY,S022.57.06.569,E014.26.47.079
PG1F1,S034.04.44.281,E023.15.40.521
PG1M1,S034.05.53.329,E023.24.06.688
PG1M2,S034.10.49.288,E023.23.03.890
PG1T1,S034.04.00.490,E023.10.19.779
PG2F1,S034.05.51.050,E023.23.50.301
PG2M1,S034.04.42.110,E023.15.24.119
PG2M2,S034.09.38.070,E023.14.21.339
PG2T1,S034.06.34.678,E023.29.11.198
PIERE,S022.50.45.319,E014.47.54.128
PM1F1,S029.33.50.698,E030.19.23.030
PM1F2,S029.35.01.870,E030.20.26.458
PM1F3,S029.36.13.060,E030.21.29.919
PM1MP,S029.38.05.550,E030.23.10.280
PM1T1,S029.30.05.860,E030.16.02.841
PM2F1,S029.43.12.770,E030.27.44.910
PM2MP,S029.39.15.728,E030.24.12.938
PP1F1,S023.55.05.840,E029.23.48.310
PP1M1,S023.47.20.288,E029.30.22.600
PP1M2,S023.42.05.720,E029.23.03.778
PP1MP,S023.51.51.091,E029.26.33.309
PP1T1,S023.59.17.570,E029.20.14.751
PP1T2,S023.56.31.268,E029.22.35.860
PUTNA,S026.49.59.998,E032.14.30.001
QL600,S017.55.51.240,E036.52.36.109
QL601,S017.55.20.679,E036.57.49.129
RAGUL,S026.26.54.351,E027.34.43.888
RATOM,S020.05.50.301,E023.07.45.001
RETAR,S016.37.46.999,E028.28.18.001
RUDAS,S024.19.06.391,E026.43.59.779
RW08N,S017.52.59.700,E015.56.28.399
RW26N,S017.52.21.698,E015.57.55.699
RW29,S034.00.18.680,E022.23.21.569
SCANO,S022.54.02.311,E014.53.00.970
SHALA,S017.58.16.600,E025.00.48.499
SINKI,S024.16.08.389,E024.41.06.568
SK401,S024.38.42.878,E025.44.09.398
SK402,S024.36.20.131,E025.48.59.241
SK403,S024.27.27.500,E026.06.56.199
SK404,S024.30.00.900,E026.01.46.801
SK405,S024.36.29.401,E025.48.41.198
SK406,S024.41.47.000,E025.51.49.298
SK407,S024.43.18.199,E025.56.02.101
SK408,S024.09.53.899,E025.37.52.899
SK409,S024.40.42.700,E026.08.19.399
SK410,S024.43.18.098,E025.56.02.101
SK411,S024.10.08.900,E025.56.13.999
SK501,S024.10.08.900,E025.56.13.999
SK502,S024.26.18.200,E025.41.27.301
SK503,S024.47.16.900,E026.06.15.699
SK504,S024.32.23.701,E025.40.30.698
SK505,S024.09.53.899,E025.37.52.899
SK506,S024.20.31.401,E025.56.28.600
SK507,S024.11.38.399,E026.04.30.399
SK508,S024.51.29.001,E025.56.29.101
SOKIM,S023.43.09.541,E026.15.03.740
SS1F1,S027.33.44.269,E022.57.05.248
SS1MP,S027.38.12.861,E022.59.34.260
SS1T1,S027.30.08.499,E022.55.05.671
SUDOG,S022.31.14.948,E017.41.17.368
SUNIR,S024.18.06.001,E040.00.00.000
SUPON,S026.44.07.108,E028.04.14.210
SZ1F1,S024.54.37.389,E031.33.48.470
SZ1M1,S025.00.55.439,E031.25.40.540
SZ1N1,S024.53.30.591,E031.28.01.430
SZ1T1,S024.51.50.198,E031.32.25.288
SZ2F1,S025.00.44.110,E031.36.51.148
SZ2T1,S025.03.31.258,E031.38.14.521
TALVA,S027.57.29.998,E035.15.29.998
TAVAS,S021.01.00.001,E021.00.00.000
TAVLA,S022.37.23.998,E028.17.35.998
TESOS,S024.27.26.301,E025.11.50.200
TESUM,S026.55.41.689,E015.09.40.550
TESUN,S027.57.44.488,E029.11.04.729
TESUP,S033.48.08.168,E025.44.30.818
TETAK,S026.39.48.729,E031.43.22.018
TETAM,S019.51.49.420,E025.48.32.558
TETAN,S033.39.47.998,E019.24.57.999
TETEN,S025.02.17.998,E032.00.35.999
TETIK,S026.34.14.181,E029.38.25.328
TETRO,S025.29.12.001,E040.00.00.000
TETUR,S022.41.45.870,E017.19.29.589
TETUS,S025.31.34.399,E025.38.20.709
TEVAP,S024.44.30.001,E032.00.06.001
TEVAR,S027.12.21.369,E027.18.33.238
TEVUD,S027.25.38.780,E022.52.36.278
TEXAB,S030.32.03.800,E016.56.19.089
TEXAX,S017.40.52.298,E036.51.00.630
TEXES,S020.25.50.001,E024.56.09.999
TEXIP,S026.13.03.770,E025.30.25.470
TEXIS,S033.15.56.008,E020.22.56.730
TEXOM,S020.18.42.001,E036.04.47.999
TEXON,S025.10.26.698,E028.00.40.658
TIBIP,S033.53.14.481,E025.48.18.979
TIBOM,S020.08.54.200,E023.16.09.800
TIDAX,S031.30.34.549,E028.04.13.339
TIDOT,S024.02.26.649,E023.57.08.251
TIDUP,S024.24.15.069,E029.50.11.788
TIGAM,S021.13.13.699,E027.34.45.699
TIGIX,S015.01.28.300,E028.22.58.400
TIGOG,S028.23.30.238,E016.21.12.279
TIGUT,S022.15.42.001,E016.55.05.998
TIKEM,S018.47.30.760,E016.27.17.571
TIKER,S032.24.02.120,E026.10.16.179
TIKIK,S016.48.54.000,E033.52.05.998
TIKIL,S031.15.22.201,E023.32.02.101
TIKOK,S017.38.17.998,E025.05.06.000
TIKUT,S025.35.04.808,E028.22.55.639
TILAS,S034.06.53.888,E022.36.34.160
TILET,S031.41.01.111,E029.02.10.118
TILIR,S025.46.52.269,E030.46.40.371
TILOP,S018.21.29.879,E025.12.34.920
TILUM,S015.23.37.500,E028.13.28.401
TIMAB,S021.09.25.408,E016.57.29.008
TIMAX,S015.23.24.000,E029.17.35.998
TIMED,S020.18.47.998,E021.00.00.000
TMA20,S016.09.47.998,E028.27.11.998
TMA52,S015.11.56.000,E034.09.14.000
TONKA,S026.07.23.998,E032.06.17.999
TT500,S016.00.35.229,E033.38.33.579
TT600,S016.10.37.549,E033.38.18.679
TT601,S016.10.44.691,E033.43.30.320
TUBIN,S030.02.01.291,E030.17.54.661
UBTEN,S021.54.46.270,E024.50.27.358
UBTIM,S015.35.06.000,E032.59.12.001
UBTOV,S020.18.19.079,E024.26.44.879
UBVEM,S025.25.12.000,E025.06.00.000
UBVER,S027.55.21.709,E014.17.40.930
UDBAR,S019.58.59.998,E027.09.38.998
UDBAT,S024.29.29.000,E033.22.27.998
UDBIM,S024.02.59.618,E029.25.24.869
UDBIN,S020.02.47.889,E023.38.30.548
UDBON,S022.03.45.000,E033.01.36.998
UDBUL,S025.12.03.801,E026.28.00.501
UDGAB,S021.10.13.198,E027.41.42.100
UDGOM,S028.56.09.808,E030.38.48.951
UDKAT,S021.12.17.999,E035.08.24.000
UDKOL,S020.04.48.640,E027.11.10.600
UDKOP,S026.40.57.201,E015.14.48.231
UDLON,S027.43.50.570,E020.48.47.318
UDLUM,S025.16.22.000,E023.23.13.088
UDMEV,S025.47.27.351,E028.33.40.809
UDMON,S015.03.32.000,E006.56.17.998
UDMOT,S023.53.10.500,E026.01.27.199
UDNEG,S034.03.11.800,E023.04.23.458
UDPOB,S025.01.17.518,E017.53.11.468
UMTIM,S026.17.35.998,E032.26.42.000
UMTOL,S027.29.55.150,E020.39.40.568
UMTUX,S018.04.13.101,E025.45.54.000
UMVET,S024.55.55.671,E031.03.54.179
UMVUL,S016.30.51.998,E028.53.08.001
UNBIS,S024.22.59.998,E024.40.00.001
UNBIT,S017.43.38.510,E016.05.18.448
UNDAV,S031.01.30.010,E030.23.13.829
UNDID,S022.43.41.210,E017.16.19.491
UNDIT,S025.26.47.151,E029.12.16.041
UNDON,S017.52.36.001,E015.56.57.001
UNDUN,S026.32.30.559,E015.23.20.839
UNGEK,S026.54.28.310,E025.27.26.370
UNGOR,S034.11.31.250,E023.28.12.748
UNGOS,S028.22.25.460,E018.24.10.839
UNKER,S021.35.53.998,E037.09.35.999
UNKIL,S034.05.30.570,E025.24.37.108
UNKUR,S028.37.29.909,E024.39.03.711
UNLOD,S028.55.05.350,E026.25.03.360
UNLOK,S017.23.30.001,E016.51.07.999
UNLOV,S018.49.16.820,E016.48.18.331
UNLUV,S019.30.20.001,E025.18.32.000
UNPAT,S021.49.27.940,E035.19.06.358
UNPAX,S024.50.54.859,E031.03.45.219
UNPEN,S025.06.43.408,E032.01.57.140
UNPET,S022.19.59.998,E027.33.00.000
UNPIN,S024.10.54.350,E015.02.29.101
UNPOM,S026.41.48.189,E028.52.02.859
UNPOM,S026.41.48.188,E028.52.02.859
UNRAD,S033.58.20.661,E025.52.07.589
UNRAG,S028.21.49.118,E026.01.09.159
UNRES,S033.52.43.298,E020.58.56.240
UNRIM,S029.22.29.049,E026.18.01.731
UP1F1,S028.29.46.748,E021.19.04.558
UP1MP,S028.25.09.800,E021.16.27.998
UP1N1,S028.39.46.900,E021.18.54.079
UP1N2,S028.31.34.140,E021.27.42.400
UP1T1,S028.34.15.779,E021.21.36.889
UPDOR,S015.55.23.998,E027.48.54.000
USUBI,S016.30.17.999,E032.31.59.998
USUMO,S025.17.06.000,E033.58.23.998
USUNI,S031.44.49.369,E028.50.33.450
USUNO,S023.29.05.999,E020.00.00.000
UT1F1,S031.29.51.561,E028.32.52.191
UT1F2,S031.31.28.610,E028.37.05.609
UT1MP,S031.32.29.900,E028.39.45.889
UT1T2,S031.28.47.600,E028.30.05.130
UT2F1,S031.35.29.929,E028.47.41.290
UT2MP,S031.33.03.070,E028.41.16.389
UTABU,S032.54.44.251,E028.00.36.871
UTADO,S024.24.06.998,E024.47.04.999
UTANI,S027.13.46.729,E021.00.34.801
UTASU,S020.50.06.838,E022.48.34.761
UTAXA,S022.13.59.998,E026.58.59.998
UTEBA,S026.57.11.001,E027.02.14.279
UTELU,S034.06.42.119,E022.04.00.771
UTEPU,S015.23.30.300,E028.06.15.300
UTERI,S028.32.14.470,E023.42.08.258
UTIGU,S023.49.47.989,E028.37.08.320
UTIMO,S030.42.40.381,E030.15.06.530
UTIMO,S024.22.09.699,E026.03.48.801
UTIRO,S034.08.27.240,E018.48.03.751
UTODO,S015.13.40.580,E039.09.03.470
UTONI,S023.31.13.000,E033.29.57.001
UTONU,S028.52.16.190,E026.48.35.089
UTOXO,S031.36.21.380,E029.30.59.821
UTRAN,S019.40.47.999,E024.37.12.000
UTRAP,S025.39.44.640,E031.26.25.958
UTREV,S033.46.04.429,E018.24.42.631
UTREX,S024.58.19.999,E031.15.18.100
UTRIP,S019.19.12.000,E016.53.22.999
UTROL,S022.00.39.621,E016.43.55.358
UTROV,S019.05.08.998,E026.55.32.001
UTRUK,S025.40.32.980,E027.49.57.291
UTSAL,S023.46.16.341,E017.41.00.301
UTSEM,S030.56.04.650,E025.58.07.950
UTSET,S024.11.27.729,E023.53.12.811
UTSEV,S026.31.54.908,E030.08.37.611
UTSIP,S030.37.15.398,E030.27.30.938
UTSIR,S034.00.23.900,E025.20.49.110
UTSIX,S019.04.15.999,E016.50.58.999
UTSOS,S028.28.58.000,E020.59.31.999
UTSOX,S021.18.29.199,E027.43.52.899
UTSUS,S025.04.08.551,E033.39.29.368
UTULI,S022.10.00.001,E029.27.29.998
UTUMI,S030.32.19.280,E017.27.42.930
UTUPU,S024.29.25.249,E029.40.48.280
UTURA,S031.24.20.318,E028.18.27.658
UTUTA,S023.51.06.840,E026.21.24.839
UTVAT,S023.30.51.119,E025.42.05.039
UTVEX,S021.00.22.431,E025.13.04.551
UTVIM,S015.09.20.800,E028.48.02.998
UTVIN,S023.37.08.601,E025.17.59.049
UTVUG,S024.54.32.000,E032.42.47.001
UTVUM,S025.39.44.369,E015.32.04.149
UVABO,S021.01.27.598,E017.12.09.428
UVAMA,S025.49.54.001,E032.47.05.999
UVAMI,S022.13.21.000,E035.07.04.000
UVAPU,S025.26.24.000,E032.45.42.001
UVARA,S023.08.14.110,E015.31.11.168
UVARU,S015.39.23.961,E034.46.11.139
UVBAL,S015.12.01.058,E034.09.14.151
UVBAR,S021.16.28.999,E017.14.48.001
UVBIX,S023.56.14.099,E026.12.40.201
UVBOB,S029.40.26.529,E031.50.44.890
UVBUD,S030.32.08.638,E017.04.48.561
UVBUV,S025.26.29.551,E031.40.16.060
UVDAR,S015.39.04.798,E034.33.53.999
UVDEX,S033.33.59.299,E020.20.34.699
UVDIK,S028.19.13.000,E021.31.41.998
UVDOM,S016.20.04.999,E022.04.32.001
UVDOP,S025.04.17.979,E033.50.30.710
UVDUS,S025.25.36.001,E032.30.18.000
UVERO,S025.40.41.998,E033.03.29.998
UVGAN,S025.35.35.998,E033.00.06.001
UVGAR,S025.29.17.998,E032.52.30.000
UVGAS,S016.00.22.561,E034.58.46.149
UVGEN,S022.34.24.999,E016.57.24.001
UVGOD,S029.09.43.268,E015.00.00.000
UVGUK,S034.12.59.000,E022.22.47.679
UVIKU,S033.27.34.470,E017.34.25.870
UVILA,S027.59.40.059,E017.52.12.230
UVINO,S015.40.04.681,E034.52.21.878
UVISO,S025.07.40.000,E033.39.30.999
UVITI,S025.55.42.740,E031.45.11.761
UVIXA,S015.55.34.060,E033.38.41.020
UVKAM,S020.03.26.251,E023.13.32.930
UVKEP,S015.45.23.151,E034.45.29.001
UVKIK,S022.53.34.000,E015.10.10.999
UVKIS,S028.59.27.509,E024.39.05.770
UVKOK,S015.38.43.069,E034.40.00.429
UVLAS,S023.00.00.000,E026.16.11.999
UVLEN,S019.17.21.451,E022.02.32.549
UVLES,S032.22.33.808,E024.39.31.550
UVLEX,S021.04.41.948,E027.40.05.048
UVLOG,S025.53.18.639,E028.11.19.611
UVLON,S021.10.12.000,E037.13.54.001
UVLUK,S024.11.59.999,E024.41.59.999
UVMAG,S015.33.24.760,E034.46.53.230
UVMAP,S027.30.41.400,E022.49.30.298
UVMER,S024.43.09.850,E033.50.52.670
UVORI,S023.14.45.049,E017.35.49.048
UVOTA,S025.56.05.370,E031.42.31.251
UVTOL,S025.46.41.998,E033.05.41.999
UVUGO,S015.17.12.598,E028.22.36.501
UVUKI,S016.34.23.998,E038.52.54.001
VABOG,S029.20.34.670,E031.21.09.230
VASUR,S025.33.46.760,E027.53.35.869
VAVAN,S029.11.09.999,E031.16.32.001
VCL30,S015.14.19.809,E034.39.21.319
VEDRY,S022.28.38.521,E017.28.14.070
VEKOP,S026.36.45.799,E027.54.30.920
VL500,S021.56.05.560,E035.16.23.131
VL600,S022.05.15.550,E035.20.45.920
VL601,S022.03.12.931,E035.25.40.900
VL700,S022.05.59.211,E035.21.06.789
VL800,S021.56.49.199,E035.16.44.029
VL801,S021.54.46.951,E035.21.38.750
